Text,True Labels,Predicted labels
من جانبه ، أكد أردوغان - في أثناء مقابلة مع قناة ` ` سي إن إن ` ` ( CNN ) الخميس الماضي - أنه ` ` سيواصل سياسته غير التقليدية المتمثلة في خفض أسعار الفائدة لتقليل التضخم المرتفع إذا فاز في جولة الإعادة ` `,"['O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وفي ما يلي ، نستعرض مؤشرات توجس الغرب من فوز أردوغان ، وأسباب مخاوفه من رؤيته الاقتصادية غير التقليدية ، وعوامل القوة والضعف فيها,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وما حققه حزب العدالة والتنمية منذ عام 2002,"['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'B-DATE', 'I-DATE', 'I-DATE']"
هل يخشى المستثمرون وأسواق المال الغربية فوز أردوغان ؟ عقب الإعلان عن جولة الإعادة ، تداولت وسائل إعلام دولية تقارير ` ` تحذر من العودة للإدارة الاقتصادية السابقة واستمرار سياسات أردوغان الاقتصادية ` `,"['O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O']","['O', 'O', 'B-NORP', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O']"
بعد أن كانت تتوقع إلغاء بعضها في حال فوز كليجدار أوغلو,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT']"
ونقلت وكالة رويترز عن جون هاريسون ، المدير العام لإدارة دراسات الأسواق الناشئة في شركة ` ` تي إس لومبارد ` ` ( TS Lombard ) المصرفية الخاصة,"['O', 'B-ORG', 'I-ORG', 'O', 'B-PERS', 'I-PERS', 'O', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']","['O', 'B-ORG', 'I-ORG', 'O', 'B-PERS', 'I-PERS', 'O', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O']"
قوله إن ` ` سياسات أردوغان جعلت تركيا غير قابلة للاستثمار ` `,"['O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O']"
كما حذرت وكالة التصنيف الائتماني ` ` فيتش ` ` ( Fitch ) من أن حالة عدم اليقين السياسي والاقتصادي ستستمر على الأقل حتى بعد جولة الإعادة,"['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وفي ما يتعلق بالتصنيف الحالي للبلاد ` ` بي سلبي ` ` ( - B ) ، أشارت أنها ستقرر بعد الانتخابات إذا ما كانت السياسات المتبعة أكثر مصداقية وثباتا,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
موسكو - جاء إعلان دول مجموعة السبع الكبرى في بيانها المشترك مع ختام أعمالها في هيروشيما باليابان ، عن ` ` ضرورة تسريع التخلص التدريجي من الاعتماد على الطاقة الروسية ` `,"['B-GPE', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
متوافقا مع قراءات أغلب المراقبين الروس التي استبقت القمة وقالت إن ملف الطاقة هو ` ` بيضة القبان ` ` في أية خطوة يمكن أن تتخذها المنظومة الغربية في مسلسل العقوبات المتواصل ضد موسكو,"['O', 'O', 'O', 'O', 'B-NORP', 'I-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG']","['O', 'O', 'O', 'O', 'B-NORP', 'I-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE']"
فقبل إطلاق أعمال القمة بأيام قليلة ، تم الكشف أن الاتحاد الأوروبي ومجموعة السبع يخططان لحظر استيراد الغاز عبر خطوط الأنابيب من روسيا عبر تلك الممرات التي خفضت موسكو نفسها الإمدادات من خلالها,"['O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
وبالإضافة إلى الإجراءات السابقة ، أعلنت دول مجموعة السبع أنها ستفرض عقوبات على جميع الصادرات ` ` التي تستخدمها روسيا لإعادة بناء معداتها العسكرية ` `,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O']"
وركزت القيود الجديدة بشكل أساسي على إزالة جميع الثغرات التي سمحت لموسكو بتجاوز العقوبات المفروضة ، وهو ما برز بوضوح خلال إعداد الحزمة الحادية عشرة من العقوبات,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'I-ORDINAL', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'I-ORDINAL', 'O', 'O']"
وترجمه بيان القمة في الانتقال لتطبيق التدابير ` ` خارج الحدود الإقليمية ` ` ، أي ضد بلدان ثالثة تساعد موسكو في عملية ` ` الإفلات ` ` هذه على نطاق واسع,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وكتدبير يهدف إلى التقليل أكثر من الاعتماد على مصادر الطاقة الروسية ، شدد بيان القمة على ضرورة تعزيز الاستثمارات المالية في مجال الغاز الطبيعي المسال,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وزيادة استخدام الطاقة النووية ، والتي اعتبرها إجراءات يمكن أن تكون مفيدة في هذا الاتجاه,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
على أحد المواقع الإخبارية العالمية ، نُشر فيديو يروج لإصدار عملة إسلامية مشفرة نهاية الربع الأول من عام 2023 ، وقد استهل المتحدث موضوعه بعبارة ` ` توفير البيئة المناسبة للمجتمع المسلم ` `,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'I-NORP', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وأخذ يبيّن أن العملة المنتظرة ستكون من خلال ` ` بلوكتشين ` ` خاص بها ، وبعيدة عن باقي العملات التي تستخدم في مشروعات تخالف الشريعة,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وأضاف أن كل عملة ستصدر في إطار المشروع المنتظر ستذهب 10 % من قيمتها إلى صندوق لدعم التكنولوجيا في العالم الإسلامي,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERCENT', 'I-PERCENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERCENT', 'I-PERCENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وأن القائمين على هذه الفكرة سيكونون بذلك أصحاب أول وقف رقمي للعملات المشفرة في العالم الإسلامي,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وثمة محاولات أخرى تجتهد في أن تضفي على العملات المشفرة حالة من الاستقرار ، مثل حالة إصدار عملات مشفرة مقومة بالذهب,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وهي عملات يتم التعامل بها في بعض البلدان مثل أستراليا وسنغافورة ، ولكن هذا التعامل ضعيف جدًا,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-GPE', 'O', 'O', 'O', 'O', 'O', 'O']"
والقضية ليست في كون العملات المشفرة مقومة بالدولار أم الذهب ، فالمشكلة في آليات التعامل ، وما يعتريها من تقلبات سعرية كبيرة,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CURR', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وغش وسرقة ، بل القضية الكبرى هي مدى مساهمة هذه العملات وما ينبني عليها من تعاملات في تحقيق قيمة مضافة للنشاط الاقتصادي,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
إسطنبول - أرقام قياسية حققها قطاع السياحة في تركيا خلال الثلاثة أشهر الأولى من العام الجاري ، متجاوزا الأرقام المسجلة العام الماضي,"['B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE']","['B-GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE']"
حيث بلغ عدد السياح الزائرين منذ بداية العام أكثر من 8 ملايين سائح,"['O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-CARDINAL', 'I-CARDINAL', 'O']","['O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'B-CARDINAL', 'I-CARDINAL', 'O']"
وطبقا لبيانات هيئة الإحصاء التركية ، ارتفع عدد الزائرين لتركيا خلال الربع الأول من العام الجاري بنسبة 26,"['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-GPE', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'B-PERCENT']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-GPE', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'B-CARDINAL']"
8 % مقارنة بالربع الأول من العام السابق ، بينما ارتفعت العائدات بنسبة 32,"['I-PERCENT', 'I-PERCENT', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'B-PERCENT']","['I-PERCENT', 'I-PERCENT', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'B-PERCENT']"
3 % مقارنة بالربع المماثل من العام السابق,"['I-PERCENT', 'I-PERCENT', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['I-PERCENT', 'I-PERCENT', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']"
وتكشف هذه البيانات تجاوز قطاع السياحة التركية كارثة الزلزال الذي ضرب 11 ولاية جنوبية في السادس من فبراير / شباط الماضي,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'I-EVENT', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'I-EVENT', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']"
ومن بين تلك الولايات المتضررة ولاية أضنة أقرب الولايات المنكوبة إلى أنطاليا عاصمة السياحة التركية,"['O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-GPE', 'I-GPE', 'O', 'O', 'O', 'O', 'B-GPE', 'O', 'O', 'O']"
وطبقا للبيانات الرسمية ، انخفض عدد السياح القادمين إلى تركيا خلال فبراير / شباط الماضي إلى مليونين و483 ألف سائح ، مقارنة بـ 3 ملايين و300 ألف سائح زاروا تركيا في يناير / كانون الثاني من العام الجاري,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'B-CARDINAL', 'B-CARDINAL', 'I-CARDINAL', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'I-CARDINAL', 'B-CARDINAL', 'I-CARDINAL', 'O', 'O', 'B-GPE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-GPE', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'O', 'B-CARDINAL', 'I-CARDINAL', 'I-CARDINAL', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'I-CARDINAL', 'I-CARDINAL', 'I-CARDINAL', 'O', 'O', 'B-GPE', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'I-DATE']"
لم تقتصر الخسائر التي تعرض لها الاقتصاد التركي نتيجة الزلزال على قطاع السياحة فقط ، فوفقا لتصريحات الرئيس التركي رجب طيب أردوغان فإن الخسائر التي تعرض لها الاقتصاد التركي نتيجة الزلزال تجاوزت 100 مليار دولار,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OCC', 'I-OCC', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EVENT', 'O', 'B-MONEY', 'I-MONEY', 'I-MONEY']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OCC', 'I-OCC', 'B-PERS', 'I-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MONEY', 'I-MONEY', 'I-MONEY']"
