Text,True Labels,Predicted labels
انا بحييك فعلا علي ذكرك لخالد صالح فعلا كان موهبه وكل دور مثله اتقنه علي اكمل وجه من الايكونات في السينما المعاصره فعلا,"['O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
احمد زكي حالة نادرة ولن تتكرر في تاريخ السينما,"['B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
انسان موهوب وفكره رائعه نتمني من كل شاب مصري اوعربي عنده موهبه جميله ذي دي يفرح بيها الجدران البائسه والمظلمه,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'I-NORP', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
هو واثق من نفسه مع شوية جنون عظمة لكن هو يستحق لانه فعلا أفضل ملحن معاصر ولا يقارن بأحد,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OCC', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OCC', 'B-OCC', 'O', 'O', 'O', 'O']"
اغاني الزمن الذهبي مازالت موجوده زي حليم و عبدالوهاب و ام كلثوم و محمد فوزي و إلخ إلخ,"['O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-PERS', 'O', 'B-PERS', 'I-PERS', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-PERS', 'O', 'B-PERS', 'I-PERS', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O']"
انا الاغنيه دي ليها معايا ذكريات كتييييييير اوي في الاول كنت بكرها علشان انا بابايا عايش ولاكن مش حاسه بالأمان معاه خالص ولاكن دلوقتي بقيت بحبها جدا لاني روحت للقلب اللي فعلا خلاني احبها وخلاني احس معاه بالأمان وهو خالو اللي مقدرش اعيش ولا يوم وانا بعيده عنه وكل كلام الغنيه دي بينطبق عليه,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
فعلا الاغنيه دى نجحت تخلى الواحد موجوع اوى لانه عمره ما عاش اى كلمه فيها بجد لما يبقى الاب موجود جسد بس بيحس الواحد ان قلبه مكسور,"['O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CARDINAL', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O']"
هو بجد كوميديان بالفطرة,"['O', 'O', 'O', 'O']","['O', 'O', 'O', 'O']"
فيلم بطل من ورق لو لقيته النهاردة وشفته وبكرة لقيته تانى هشوفه تانى ومعرفش أزاى بضحك كأنى اول مرة اشوفه,"['O', 'O', 'O', 'O', 'O', 'O', 'B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORDINAL', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
اكتر الافلام اللى بتفطسنى فيلم قبضة الهلالى اتفرجت عليه اكتر من مرة و كل مرة بضحك تانى,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
فيه فيلم اسمو الدرملي فقري تملي فيلم من اعماق الكرينج,"['O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
عاوزين افلام البييضان بتوع مسرح مصر,"['O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT']","['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG']"
لو هتعمل فيديو تاني رايق زي ده ابقا اتفرج علي فيلم ابن كار,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
افلام حلوة بردو وانا بحبها معادا بيت المغتربات متفرجتش عليه,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
يسطي اعملنا جزء تاني من افلام التراش يعني فيلم ابن كار ده Big TRASH و عزازيل ابن الشيطان ده لوحده فيلم رعب مضحك و اشهر فيلم رعب مضحك كــــامب و بس كده سلام,"['O', 'O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'B-PRODUCT', 'I-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'I-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
أنا أسف بس تقييمي لأشتاتاً شلوت هو رقم لا نهائي,"['O', 'O', 'O', 'O', 'B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
استني بس انا مش مصدق وداني دي مش موسيقي افلام وثائقية يا صاحبي,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
الموسيقي دي لو بجد في الفيلم و مش أنت اللي حاطتها في المونتاج يبقي يانهار ضحك دي موسيقي من لعبة سمك قديمة من اوائل الالفينات اسمها feeding frenzy انا بجد مش مصدق وداني اسمع بنفسك,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
عسل اسود بالنسبالي من الافلام القوية والاجمل في السينما والي بتحكي عن الواقع الي عيشين فيه بشكل لايت كوميدي,"['B-PRODUCT', 'I-PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
كلش جنت احبه بلفعل مسلسل جدا مفيد وممتع ويوصل المعلومه بشكل مبسط,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
رحلة الغربان … قصة قصيرة بعنف ٍ شديد ، يدق ُ بوق السيارة : طواط,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ورجل ٌ ثاني : - هو ايضاً غير مسؤول ، كيف يتجاوز القانون ! ، وإن فرضنا أنه سمح لنا بالدخول,"['O', 'O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
هناك نقاط تفتيش اخرى ونتعرض لنفس الموقف معهم ، تكلم بمنطقية وابتعد عن الانحياز لاي جهة ذات قرابة ُ او مصلحة لك,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
والله ماقصمت ظهرنا غير انحيازاتكم الشخصية هذه,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
الرجل الاول وقد فقد اعصابه ُ واحمر من الغضب بعد ان كشفت نواياه : - إذن من المسؤول عن هذا الوضع الذي نحن فيه ؟ هناك شيء لايريدون اخبارنا به,"['O', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ORDINAL', 'B-ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
رجل اخر من الموالين لمسؤول الرحلة : - لاتكثروا من الظنون ، فأنتم لستم سوى نكرة … هنا يقاطع احدهم كلامه ُ,"['O', 'O', 'O', 'O', 'B-OCC', 'I-OCC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-NORP', 'I-NORP', 'I-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ليقلب الوضع الى رشق بالكلام من سب ولعن ثم يتحول الى عراك بالايدي والشتم باقبح العبارات وتعج السيارة باللكمات والتطاول بالايدي من قريب ٍ وبعيد,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
تداخلت فيه النساء وحتى بعض المحايدين من الموقف تماماً ، فينطق احد الصامتين بالكلام وكأنه تناول جرعة ( ادرينالين ) صنعت من الفأر الكامن بداخله أسداً مغوار,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ويقف امام الاسد ويقول له ( أنت ملك ٌ ظالم وجبان ) غدى الموقف مضحكاً أكثر منه ُ داعياً للغضب والعنف,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وقد ضخ بعروق المسافرين جرعة طاقة حرارية ، نسوا فيه البرد والخوف والظلام وساعات الانتظار,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
وطلب من السائق دق بوق السيارة واعلان رحيلهم,"['O', 'O', 'B-OCC', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-NORP', 'O', 'O', 'O', 'O', 'O']"
خطار عدنا الفرح,"['O', 'O', 'O']","['O', 'O', 'O']"
بالك تفز بالليلدافن بصيص الأمل,"['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']"
اهلاً اجانا الضيفحسبالي يسوى العتب,"['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']"
ما حًن نثيث الديموالكيظ اجاك بثقل,"['O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-NORP', 'O', 'O']"
شتكله عيب انهيميبست انهار الامل,"['O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O']"
فارس ملاطفاً لها : ما شاء الله اشون طالعة حلوةبهالملابس النظيفة,"['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PERS', 'O', 'O', 'O', 'O', 'I-DATE', 'O', 'O', 'O', 'O', 'O']"
فارس : الله شنو هالأسم الحلو,"['B-PERS', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O']"
عَبَسَ وجه حنين على ذكر حيدر,"['O', 'O', 'B-PERS', 'O', 'O', 'B-PERS']","['O', 'O', 'O', 'O', 'O', 'O']"
ابتسم فارس وسألها : انتي بعدج زعلانة من حيدر ؟ حنين هزت رأسها بــ ( نعم ) فارس وهو مستمتع بمحادثتها : تدرين حنونة بصراحة حيدر ما يلاّم,"['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O']"
حنين ببراءة : آني ما احب البنات اكرههم,"['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'B-NORP', 'O']"
حنين : زين إنت َما عندك اخت صغيرة مثلي ؟ فارس : لا والله ولو عندي اختالا اجيبها تلعب وياج يومية هي وين تلاكي صديقة حلوة مثلج,"['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ابتسم حيدر بدوره وقال مشاكساً لها : هيلا يا رمانة,"['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ضربه فارس بخفّة على كتفه : ولك حيدر مو كافي عاد كبّر عقلك شوية,"['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'B-PERS', 'I-PERS', 'O', 'O', 'O', 'O', 'O']"
عالعموم اذا تريدها اخذها لبيتكم احنة منحبها,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
حنين التفتت لفارس موضحة : والله كلهم يحبوني,"['B-PERS', 'O', 'B-PERS', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ماما وبابا وصلاح وو,"['O', 'O', 'B-PERS', 'O']","['O', 'O', 'O', 'O']"
نهضت حنين من مكانها وهي تسأل عن الساعة,"['O', 'B-PERS', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
